Обява от:,Location,Вид на имота:,Квадратура:,Вид строителство:,Година на строителство:,Степен на завършеност:,Номер на етажа:,Етаж:,Асансьор,price,До ключ,Обзаведен,ТЕЦ,Портиер/Охрана,Газифициран,Локално отопление,Необзаведен,Панорама планина,Саниран,Гараж/Паркомясто,След ремонт,Замяна/Бартер,Лизинг,Камина,Ипотекиран
,"Дружба 2, град София, област  София, (Виж Дружба 2 на картата)
",Тристаен апартамент,93 кв.м,Панел,1988 г. (годината може да е ориентировъчна),Готов (завършен),7 етаж,Непоследен,1.0,200000,1.0,1.0,1.0,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,68 кв.м,Гредоред,1930 г. (годината може да е ориентировъчна),Готов (завършен),,Последен етаж,,93000,1.0,1.0,,,,,,,,,,,,,
,"Витоша, град София, област  София, (Виж Витоша на картата)
",Тристаен апартамент,100 кв.м,Тухла,2020 г. (годината може да е ориентировъчна),Готов (завършен),,Непоследен,1.0,115000,,,,,,,1.0,,,1.0,,,,,
,"Лозенец, град София, област  София
			",Мезонет,250 кв.м,Тухла,,Готов (завършен),6 етаж,,,500000,,,,,,,,,,,,,,,
http://obb_sofia.alo.bg,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,60 кв.м,Тухла,1980 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,,,110000,,,,,,,,,,,,,,,
http://obb_sofia.alo.bg,"Люлин 10, град София, област  София, (Виж Люлин 10 на картата)
",Двустаен апартамент,51 кв.м,Тухла,2023 г. (годината може да е ориентировъчна),Готов (завършен),9 етаж,,1.0,83000,,,1.0,,,,,,,,,,,,
http://obb_sofia.alo.bg,"Подуяне, град София, област  София, (Виж Подуяне на картата)
",Тристаен апартамент,86 кв.м,Тухла,2007 г. (годината може да е ориентировъчна),Готов (завършен),5 етаж,,1.0,162000,,,,,,1.0,,,,,,,,,
,"Люлин 5, град София, област  София
			",Двустаен апартамент,64 кв.м,Тухла,2023 г. (годината може да е ориентировъчна),В строеж,4 етаж,Непоследен,1.0,50457,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,
,"Люлин 5, град София, област  София, (Виж Люлин 5 на картата)
",Двустаен апартамент,65 кв.м,Панел,1982 г. (годината може да е ориентировъчна),Готов (завършен),6 етаж,Непоследен,1.0,77000,,1.0,1.0,,,,,,1.0,,,1.0,,,
http://niaproperty.alo.bg,"Дървеница, град София, област  София
			",Двустаен апартамент,67 кв.м,Тухла,,,4 етаж,,1.0,93353,,,,,,,1.0,,1.0,,,,,,
,"Борово, град София, област  София, (Виж Борово на картата)
",Двустаен апартамент,57 кв.м,Панел,,Готов (завършен),4 етаж,Непоследен,1.0,128000,,,1.0,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,96 кв.м,Тухла,,Готов (завършен),4 етаж,Непоследен,1.0,269000,,1.0,,,,,,,,,,,,,
,"Хладилника, град София, област  София, (Виж Хладилника на картата)
",Тристаен апартамент,163 кв.м,Тухла,,Готов (завършен),6 етаж,Непоследен,1.0,191450,,,,,1.0,,1.0,,,,,,,,
,"Хладилника, град София, област  София, (Виж Хладилника на картата)
",Тристаен апартамент,162 кв.м,Тухла,,Готов (завършен),6 етаж,Непоследен,1.0,189500,,,,,1.0,,1.0,,,1.0,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Многостаен апартамент,207 кв.м,Тухла,,Готов (завършен),4 етаж,Непоследен,1.0,215000,,,1.0,,,,1.0,,,1.0,,,,,
,"Разсадника, град София, област  София, (Виж Разсадника на картата)
",Тристаен апартамент,88 кв.м,Панел,1980 г. (годината може да е ориентировъчна),Готов (завършен),,Непоследен,1.0,150000,1.0,1.0,1.0,,,,,,,,,,,,
,"Симеоново, град София, област  София, (Виж Симеоново на картата)
",Двустаен апартамент,75 кв.м,Тухла,2015 г. (годината може да е ориентировъчна),Готов (завършен),5 етаж,Непоследен,1.0,120000,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,
,"Симеоново, град София, област  София, (Виж Симеоново на картата)
",Двустаен апартамент,75 кв.м,Тухла,2015 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,1.0,120000,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,
,"Овча Купел 1, град София, област  София, (Виж Овча Купел 1 на картата)
",Тристаен апартамент,100 кв.м,Панел,1989 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,,120000,,,,,,,,,,,,,,,
,"Надежда 2, град София, област  София, (Виж Надежда 2 на картата)
",Двустаен апартамент,65 кв.м,Панел,1980 г. (годината може да е ориентировъчна),Готов (завършен),8 етаж,Последен етаж,,70000,,,1.0,,,,,,,,,,,,
http://igroup.alo.bg,"Люлин 10, град София, област  София, (Виж Люлин 10 на картата)
",Тристаен апартамент,107 кв.м,Тухла,2022 г. (годината може да е ориентировъчна),В строеж,4 етаж,Непоследен,,123050,,,,,,,,,,,,,,,
http://igroup.alo.bg,"Люлин 10, град София, област  София, (Виж Люлин 10 на картата)
",Тристаен апартамент,89 кв.м,Тухла,2022 г. (годината може да е ориентировъчна),В строеж,2 етаж,Непоследен,,102350,1.0,,,,,,,,1.0,,,,,,
http://igroup.alo.bg,"Люлин 10, град София, област  София, (Виж Люлин 10 на картата)
",Двустаен апартамент,49 кв.м,Тухла,2022 г. (годината може да е ориентировъчна),В строеж,2 етаж,Непоследен,,56350,1.0,,,,,,,,1.0,,,,1.0,,
http://imotivasilev.alo.bg,"Симеоново, град София, област  София, (Виж Симеоново на картата)
",Тристаен апартамент,102 кв.м,Тухла,2009 г. (годината може да е ориентировъчна),Готов (завършен),4 етаж,,1.0,192000,,,,,,,,,,,,,,,
,"Банишора, град София, област  София, (Виж Банишора на картата)
",Многостаен апартамент,140 кв.м,Тухла,1998 г. (годината може да е ориентировъчна),Готов (завършен),5 етаж,Непоследен,,179900,,,,,,,,,,,,,,,
,"Кръстова Вада, град София, област  София, (Виж Кръстова Вада на картата)
",Тристаен апартамент,105 кв.м,Тухла,2020 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Последен етаж,,152250,,,,,1.0,,1.0,,,,,,,,
,"Левски Г, град София, област  София, (Виж Левски Г на картата)
",Многостаен апартамент,110 кв.м,Панел,1990 г. (годината може да е ориентировъчна),Готов (завършен),6 етаж,Непоследен,1.0,159000,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,
http://inacvetkovanedvijimiimoti.alo.bg,"Овча Купел, град София, област  София, (Виж Овча Купел на картата)
",Двустаен апартамент,80 кв.м,Тухла,,Готов (завършен),3 етаж,Непоследен,,127500,,,,,,,,,,,,,,,
,"Овча Купел 1, град София, област  София, (Виж Овча Купел 1 на картата)
",Двустаен апартамент,69 кв.м,Панел,1992 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,,82000,,,1.0,,,,,,,,,,,,
,"Подуяне, град София, област  София, (Виж Подуяне на картата)
",Двустаен апартамент,73 кв.м,Тухла,2022 г. (годината може да е ориентировъчна),В строеж,4 етаж,Непоследен,1.0,99400,,,1.0,1.0,,,,,1.0,1.0,,,,,
,"Люлин 2, град София, област  София, (Виж Люлин 2 на картата)
",Тристаен апартамент,90 кв.м,Панел,1976 г. (годината може да е ориентировъчна),Готов (завършен),8 етаж,Последен етаж,1.0,81000,,,1.0,,,,,,,,,,,,
,"Младост 4, град София, област  София, (Виж Младост 4 на картата)
",Двустаен апартамент,57 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),Готов (завършен),1 етаж,Първи жилищен,,80000,,,1.0,,,,,,,,,,,,
http://proadviser.alo.bg,"Люлин 1, град София, област  София, (Виж Люлин 1 на картата)
",Ателие/Студио,24 кв.м,Тухла,2011 г. (годината може да е ориентировъчна),Готов (завършен),1 етаж,Партер,,21900,1.0,1.0,,1.0,,,,,,,,,,,
http://suprimmo.alo.bg,"Студентски Град, град София, област  София
			",Двустаен апартамент,72.28 кв.м,Тухла,,,7 етаж,,1.0,97578,,1.0,1.0,,,,,,,,,,,,
http://suprimmo.alo.bg,"Лозенец, град София, област  София
			",Тристаен апартамент,150 кв.м,Тухла,,,7 етаж,,1.0,502500,,1.0,1.0,,,1.0,,,,1.0,,,,,
,"Оборище, град София, област  София
			",Двустаен апартамент,81 кв.м,Тухла,,Готов (завършен),5 етаж,,,148000,,,,,,,,,,,,,,,
,"Овча Купел, град София, област  София
			",Двустаен апартамент,78 кв.м,Тухла,,Готов (завършен),,,,100000,,,,,,,,,,,,,,,
,"Студентски Град, град София, област  София
			",Едностаен апартамент,49 кв.м,Тухла,,Готов (завършен),3 етаж,,,72500,,,,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,87 кв.м,ЕПК/ПК,,Готов (завършен),1 етаж,Непоследен,,250000,,,1.0,,,,,,,,,,,,
,"Сухата река, град София, област  София, (Виж Сухата река на картата)
",Едностаен апартамент,40 кв.м,Тухла,,В строеж,2 етаж,Непоследен,1.0,41884,,,,,,,,,,,,,,,
,"Сухата река, град София, област  София, (Виж Сухата река на картата)
",Тристаен апартамент,129 кв.м,Тухла,,В строеж,5 етаж,Последен етаж,1.0,135400,,,,,,,,,,,,,,,
,"Оборище, град София, област  София, (Виж Оборище на картата)
",Многостаен апартамент,154 кв.м,Тухла,,Готов (завършен),1 етаж,Непоследен,,320000,,,1.0,,,,,,,1.0,,,,,
,"Дружба 2, град София, област  София
			",Двустаен апартамент,67 кв.м,Панел,1987 г. (годината може да е ориентировъчна),Готов (завършен),1 етаж,Непоследен,,85000,,,,,,1.0,1.0,,,,,,,,
http://artis.alo.bg,"Зона Б5, град София, област  София, (Виж Зона Б5 на картата)
",Тристаен апартамент,75 кв.м,Тухла,2020 г. (годината може да е ориентировъчна),Готов (завършен),4 етаж,Непоследен,1.0,127500,,,,,,1.0,1.0,1.0,1.0,,,,,,
http://temenugare.alo.bg,"Бояна, град София, област  София, (Виж Бояна на картата)
",Тристаен апартамент,174 кв.м,Тухла,2017 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,1.0,260000,,,,,1.0,,1.0,,,1.0,,,,,
http://temenugare.alo.bg,"Бояна, град София, област  София, (Виж Бояна на картата)
",Многостаен апартамент,352 кв.м,Тухла,2017 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,1.0,560000,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,
http://temenugare.alo.bg,"Павлово, град София, област  София, (Виж Павлово на картата)
",Тристаен апартамент,117 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),В строеж,1 етаж,Партер,1.0,150000,,,,,1.0,,1.0,,,1.0,,,,,
http://temenugare.alo.bg,"Изгрев, град София, област  София, (Виж Изгрев на картата)
",Многостаен апартамент,223 кв.м,Тухла,2018 г. (годината може да е ориентировъчна),Готов (завършен),13 етаж,Непоследен,1.0,458000,,,1.0,1.0,,,,,,,,,,,
http://dreamvision.alo.bg,"Медицинска академия, град София, област  София, (Виж Медицинска академия на картата)
",Мезонет,110 кв.м,Тухла,2001 г. (годината може да е ориентировъчна),Готов (завършен),7 етаж,Непоследен,,250000,,,1.0,,,,,,1.0,,,,,,
http://dreamvision.alo.bg,"Манастирски Ливади, град София, област  София, (Виж Манастирски Ливади на картата)
",Тристаен апартамент,115 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),В строеж,3 етаж,Непоследен,,155000,,,,,1.0,,,,,,,,,,
http://dreamvision.alo.bg,"Дианабад, град София, област  София, (Виж Дианабад на картата)
",Многостаен апартамент,170 кв.м,Тухла,2008 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,,350000,,,,,,,,,1.0,,,,,,
http://dreamvision.alo.bg,"Кръстова Вада, град София, област  София, (Виж Кръстова Вада на картата)
",Двустаен апартамент,76 кв.м,Тухла,2022 г. (годината може да е ориентировъчна),В строеж,2 етаж,Непоследен,,102630,,,,,1.0,,,,,,,,,,
http://dreamvision.alo.bg,"Кръстова Вада, град София, област  София, (Виж Кръстова Вада на картата)
",Тристаен апартамент,103 кв.м,Тухла,2022 г. (годината може да е ориентировъчна),В строеж,5 етаж,Непоследен,,144304,,,,,1.0,,,,,,,,,,
http://dreamvision.alo.bg,"Витоша, град София, област  София, (Виж Витоша на картата)
",Тристаен апартамент,170 кв.м,Тухла,2008 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,,350000,,,,,,,,,1.0,,,,,,
http://dreamvision.alo.bg,"Център, град София, област  София, (Виж Център на картата)
",Двустаен апартамент,56 кв.м,Тухла,2006 г. (годината може да е ориентировъчна),Готов (завършен),8 етаж,Непоследен,,90000,,,,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,106 кв.м,Тухла,1946 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,,269666,,,1.0,,,,,,1.0,,,,,,
,"Кръстова Вада, град София, област  София, (Виж Кръстова Вада на картата)
",Тристаен апартамент,92 кв.м,Тухла,2023 г. (годината може да е ориентировъчна),В строеж,1 етаж,Първи жилищен,1.0,128100,,,,,1.0,,,1.0,1.0,1.0,,,,,
http://atia.alo.bg,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,160 кв.м,Тухла,2010 г. (годината може да е ориентировъчна),Готов (завършен),4 етаж,Непоследен,,360000,,,,,,,,,,,,,,,
,"Красна Поляна, град София, област  София, (Виж Красна Поляна на картата)
",Двустаен апартамент,63 кв.м,Тухла,,Готов (завършен),,Непоследен,,50000,,,,,,,,,,,,,,,
,"Бояна, град София, област  София, (Виж Бояна на картата)
",Многостаен апартамент,177 кв.м,Тухла,2014 г. (годината може да е ориентировъчна),Готов (завършен),4 етаж,Непоследен,1.0,281000,,1.0,,,,,,,,1.0,,,,,
http://suprimmo.alo.bg,"Сухата река, град София, област  София
			",Двустаен апартамент,54.95 кв.м,Тухла,,,8 етаж,,,94000,,,1.0,,,,1.0,,,,,,,,
http://suprimmo.alo.bg,"Кръстова Вада, град София, област  София
			",Двустаен апартамент,45.95 кв.м,Тухла,,,8 етаж,,1.0,130000,,1.0,,,1.0,,,,,,,,,,
http://suprimmo.alo.bg,"Дианабад, град София, област  София
			",Многостаен апартамент,230 кв.м,Тухла,,,6 етаж,,1.0,326000,,1.0,,,,1.0,,1.0,,,,,,,
http://suprimmo.alo.bg,"Бояна, град София, област  София
			",Мезонет,300 кв.м,Тухла,,,7 етаж,,1.0,0,,,,1.0,,,1.0,1.0,,1.0,,,,,
http://arsenal-estate.alo.bg,"Княжево, град София, област  София, (Виж Княжево на картата)
",Тристаен апартамент,120 кв.м,Тухла,2000 г. (годината може да е ориентировъчна),Готов (завършен),,Непоследен,,150000,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,,
,"Княжево, град София, област  София
			",Тристаен апартамент,92.45 кв.м,Тухла,,В строеж,3 етаж,,,110940,,,,,,,,,,,,,,,
,"Овча Купел 2, град София, област  София
			",Тристаен апартамент,86 кв.м,Панел,,Готов (завършен),,,,109800,,,,,,,,,,,,,,,
,"Сухата река, град София, област  София, (Виж Сухата река на картата)
",Тристаен апартамент,129 кв.м,Тухла,,В строеж,5 етаж,,,135400,,,1.0,,,,,,,,,,,,
,"Кръстова Вада, град София, област  София, (Виж Кръстова Вада на картата)
",Тристаен апартамент,268 кв.м,Тухла,,Готов (завършен),6 етаж,,1.0,295000,,,,,,,,,,,,,,,
,"Надежда 3, град София, област  София, (Виж Надежда 3 на картата)
",Мезонет,143 кв.м,Тухла,,В строеж,8 етаж,,1.0,155000,,,,,,1.0,,,,,,,,,
http://obb_sofia.alo.bg,"Банишора, град София, област  София, (Виж Банишора на картата)
",Многостаен апартамент,113 кв.м,Тухла,2000 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,,1.0,245000,,,,,,,,,,,,,,,
,"Дианабад, град София, област  София
			",Тристаен апартамент,118 кв.м,Тухла,2009 г. (годината може да е ориентировъчна),Готов (завършен),,Първи жилищен,1.0,220000,1.0,,1.0,1.0,,1.0,,,1.0,,,,,,
http://inacvetkovanedvijimiimoti.alo.bg,"Младост 2, град София, област  София, (Виж Младост 2 на картата)
",Двустаен апартамент,70 кв.м,ЕПК/ПК,1980 г. (годината може да е ориентировъчна),Готов (завършен),6 етаж,Непоследен,,155000,,,,,,,,,,,,,,,
,"Малинова Долина, град София, област  София
			",Тристаен апартамент,101.5 кв.м,Тухла,2024 г. (годината може да е ориентировъчна),В проект,3 етаж,Непоследен,1.0,127000,,,,1.0,1.0,,1.0,,,,,,,,
,"Слатина, град София, област  София, (Виж Слатина на картата)
",Двустаен апартамент,77 кв.м,Панел,2006 г. (годината може да е ориентировъчна),Готов (завършен),,Непоследен,1.0,92400,1.0,1.0,,1.0,,,,,1.0,,1.0,,,,
http://suprimmo.alo.bg,"Витоша, град София, област  София
			",Двустаен апартамент,104.77 кв.м,Тухла,,,9 етаж,,1.0,157155,,1.0,,,,1.0,,,,1.0,,,,,
http://suprimmo.alo.bg,"Витоша, град София, област  София
			",Двустаен апартамент,63.25 кв.м,Тухла,,,9 етаж,,1.0,94875,,1.0,,,,1.0,,,,1.0,,,,,
http://avista_expo.alo.bg,"Дианабад, град София, област  София, (Виж Дианабад на картата)
",Двустаен апартамент,82 кв.м,Тухла,2014 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,1.0,172000,,1.0,,,,1.0,,,,1.0,,,,,
,"Слатина, град София, област  София, (Виж Слатина на картата)
",Едностаен апартамент,57 кв.м,Панел,2006 г. (годината може да е ориентировъчна),Готов (завършен),,Непоследен,1.0,68400,1.0,1.0,,1.0,,,,,,,1.0,,,,
http://inacvetkovanedvijimiimoti.alo.bg,"Лагера, град София, област  София, (Виж Лагера на картата)
",Двустаен апартамент,66 кв.м,Тухла,2008 г. (годината може да е ориентировъчна),Готов (завършен),1 етаж,Първи жилищен,,120000,,,,,,,,,,,,,,,
http://inacvetkovanedvijimiimoti.alo.bg,"Малинова Долина, град София, област  София, (Виж Малинова Долина на картата)
",Тристаен апартамент,101 кв.м,Тухла,,Готов (завършен),2 етаж,Непоследен,,95500,,,,,,,,,,,,,,,
,"Люлин 2, град София, област  София, (Виж Люлин 2 на картата)
",Тристаен апартамент,90 кв.м,Панел,1976 г. (годината може да е ориентировъчна),Готов (завършен),7 етаж,Непоследен,,83500,,,1.0,,,,,,,,,,,,
,"Люлин 5, град София, област  София
			",Двустаен апартамент,62 кв.м,Тухла,2022 г. (годината може да е ориентировъчна),В строеж,4 етаж,Непоследен,1.0,54980,,,,1.0,,,,1.0,,1.0,,,,,
http://imotivasilev.alo.bg,"Бояна, град София, област  София, (Виж Бояна на картата)
",Мезонет,131 кв.м,Тухла,2007 г. (годината може да е ориентировъчна),Готов (завършен),6 етаж,,,209000,,,,,,,,,,,,,,,
http://inacvetkovanedvijimiimoti.alo.bg,"Кръстова Вада, град София, област  София, (Виж Кръстова Вада на картата)
",Двустаен апартамент,79 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,1.0,117710,,,,,1.0,,,,,,,,,,
http://inacvetkovanedvijimiimoti.alo.bg,"Манастирски Ливади, град София, област  София, (Виж Манастирски Ливади на картата)
",Тристаен апартамент,121 кв.м,Тухла,2010 г. (годината може да е ориентировъчна),Готов (завършен),6 етаж,Непоследен,1.0,170000,,,,,1.0,,,,,,,,,,
http://inacvetkovanedvijimiimoti.alo.bg,"Младост 2, град София, област  София, (Виж Младост 2 на картата)
",Многостаен апартамент,88 кв.м,Панел,1987 г. (годината може да е ориентировъчна),Готов (завършен),8 етаж,Последен етаж,,135000,,,1.0,,,,,,,,,,,,
http://portfoliobp.alo.bg,"Хладилника, град София, област  София, (Виж Хладилника на картата)
",Тристаен апартамент,125 кв.м,Тухла,2022 г. (годината може да е ориентировъчна),Готов (завършен),5 етаж,Непоследен,,195000,,,,,,,,,,,,,,,
http://inacvetkovanedvijimiimoti.alo.bg,"Младост 2, град София, област  София, (Виж Младост 2 на картата)
",Двустаен апартамент,71 кв.м,ЕПК/ПК,1985 г. (годината може да е ориентировъчна),Готов (завършен),6 етаж,Непоследен,,162000,,,1.0,,,,,,,,,,,,
,"Студентски Град, град София, област  София, (Виж Студентски Град на картата)
",Едностаен апартамент,40 кв.м,Тухла,2020 г. (годината може да е ориентировъчна),Готов (завършен),,Непоследен,1.0,40000,,,,,,1.0,1.0,,1.0,,1.0,,,,
,"Малинова Долина, град София, област  София, (Виж Малинова Долина на картата)
",Едностаен апартамент,40 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),Готов (завършен),,Непоследен,1.0,39999,,,,,,,,,,1.0,,,,,
,"Малинова Долина, град София, област  София, (Виж Малинова Долина на картата)
",Едностаен апартамент,42 кв.м,Тухла,2023 г. (годината може да е ориентировъчна),В строеж,3 етаж,Непоследен,1.0,39000,,,,,,,,,1.0,1.0,1.0,,,,
,"Малинова Долина, град София, област  София, (Виж Малинова Долина на картата)
",Тристаен апартамент,80 кв.м,Тухла,2020 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,1.0,120999,,,,,1.0,,,,1.0,1.0,1.0,,,,
,"Витоша, град София, област  София, (Виж Витоша на картата)
",Тристаен апартамент,100 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,1.0,124999,,,,,1.0,,,,1.0,1.0,1.0,,,,
,"Малинова Долина, град София, област  София, (Виж Малинова Долина на картата)
",Тристаен апартамент,117 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),Готов (завършен),6 етаж,Непоследен,1.0,157000,,1.0,1.0,,,,,,,1.0,,,,,
,"Студентски Град, град София, област  София, (Виж Студентски Град на картата)
",Тристаен апартамент,117 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),Готов (завършен),6 етаж,Непоследен,1.0,157000,,1.0,1.0,,,,,,,1.0,,,,,
,"Манастирски Ливади, град София, област  София, (Виж Манастирски Ливади на картата)
",Едностаен апартамент,74 кв.м,Тухла,,Готов (завършен),7 етаж,,,90000,,,,,,,,,,,,,,,
http://gl_propertie.alo.bg,"Дианабад, град София, област  София, (Виж Дианабад на картата)
",Тристаен апартамент,98 кв.м,Панел,1975 г. (годината може да е ориентировъчна),Готов (завършен),,Първи жилищен,1.0,137000,,1.0,1.0,,,,1.0,,,,1.0,,,,
,"Гоце Делчев, град София, област  София, (Виж Гоце Делчев на картата)
",Многостаен апартамент,157 кв.м,Тухла,2010 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,1.0,235000,,,1.0,,,,1.0,,,,,,,,
http://suprimmo.alo.bg,"Сухата река, град София, област  София
			",Двустаен апартамент,56.41 кв.м,Тухла,,,5 етаж,,,99000,,,1.0,,,,1.0,1.0,,,,,,,
http://suprimmo.alo.bg,"Малинова Долина, град София, област  София
			",Тристаен апартамент,119.49 кв.м,Тухла,,,1 етаж,,1.0,161310,,,,,,,,1.0,,1.0,,,,,
http://suprimmo.alo.bg,"Малинова Долина, град София, област  София
			",Тристаен апартамент,120.68 кв.м,Тухла,,,1 етаж,,1.0,162920,,,,,,,,1.0,,1.0,,,,,
http://suprimmo.alo.bg,"Малинова Долина, град София, област  София
			",Двустаен апартамент,75.79 кв.м,Тухла,,,5 етаж,,1.0,120500,,,,,,,,1.0,,1.0,,,,,
http://suprimmo.alo.bg,"Малинова Долина, град София, област  София
			",Двустаен апартамент,78.04 кв.м,Тухла,,,4 етаж,,1.0,105350,,,,,,,,1.0,,1.0,,,,,
,"Люлин 6, град София, област  София
			",Тристаен апартамент,101.26 кв.м,Тухла,,Готов (завършен),7 етаж,,,111400,,,,,,,,,,,,,,,
http://obb_sofia.alo.bg,"Обеля, град София, област  София, (Виж Обеля на картата)
",Тристаен апартамент,90 кв.м,Тухла,2017 г. (годината може да е ориентировъчна),В строеж,1 етаж,,,160000,,,,,,,,,,,,,,,
,"Красно Село, град София, област  София, (Виж Красно Село на картата)
",Тристаен апартамент,115 кв.м,Тухла,,Готов (завършен),7 етаж,Последен етаж,1.0,179000,,1.0,1.0,,,,,,,,,,,,
,"Манастирски Ливади, град София, област  София, (Виж Манастирски Ливади на картата)
",Двустаен апартамент,78 кв.м,Тухла,2011 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,1.0,87000,,,,,,,1.0,,,,,,,,
,"Надежда 4, град София, област  София, (Виж Надежда 4 на картата)
",Двустаен апартамент,56 кв.м,ЕПК/ПК,,Готов (завършен),4 етаж,Непоследен,1.0,70000,,,1.0,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,176 кв.м,Тухла,,В строеж,7 етаж,Последен етаж,1.0,261000,,,1.0,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,128 кв.м,Тухла,,В строеж,6 етаж,Непоследен,1.0,234000,,,1.0,,,,,,,,,,,,
,"Банишора, град София, област  София, (Виж Банишора на картата)
",Ателие/Студио,31 кв.м,ЕПК/ПК,1984 г. (годината може да е ориентировъчна),Готов (завършен),10 етаж,Непоследен,1.0,47800,1.0,1.0,,,,,,1.0,,,1.0,,,,
http://imotivasilev.alo.bg,"Лагера, град София, област  София, (Виж Лагера на картата)
",Многостаен апартамент,125 кв.м,Тухла,1994 г. (годината може да е ориентировъчна),Готов (завършен),4 етаж,,1.0,210000,,,,,,,,,,,,,,,
,"Ботунец, град София, област  София, (Виж Ботунец на картата)
",Двустаен апартамент,85 кв.м,Тухла,1970 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,,37500,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,
,"Карпузица, град София, област  София, (Виж Карпузица на картата)
",Тристаен апартамент,130 кв.м,Тухла,,Готов (завършен),3 етаж,Непоследен,,150000,,,,,,,,,,,,,,,
,"Овча Купел 2, град София, област  София, (Виж Овча Купел 2 на картата)
",Тристаен апартамент,94 кв.м,Тухла,,В строеж,8 етаж,Последен етаж,1.0,92335,,,,,1.0,,1.0,,,,,,,,
,"Люлин 4, град София, област  София, (Виж Люлин 4 на картата)
",Двустаен апартамент,53 кв.м,ЕПК/ПК,,Готов (завършен),8 етаж,Непоследен,1.0,58000,,,1.0,,,,1.0,,,,,,,,
,"Лагера, град София, област  София, (Виж Лагера на картата)
",Тристаен апартамент,115 кв.м,Тухла,,Готов (завършен),3 етаж,Непоследен,1.0,185000,,,1.0,,,,,,,1.0,,,,,
,"Кръстова Вада, град София, област  София, (Виж Кръстова Вада на картата)
",Тристаен апартамент,133 кв.м,Тухла,,В строеж,4 етаж,Непоследен,1.0,200760,,,,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,110 кв.м,Тухла,1940 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,,237000,,,,,,1.0,1.0,,,,,,,,
,"Младост 1, град София, област  София, (Виж Младост 1 на картата)
",Тристаен апартамент,110 кв.м,Панел,1975 г. (годината може да е ориентировъчна),Готов (завършен),8 етаж,Последен етаж,1.0,165500,,,1.0,,,,1.0,1.0,,,,,,,
,"Хаджи Димитър, град София, област  София, (Виж Хаджи Димитър на картата)
",Тристаен апартамент,90 кв.м,Панел,1987 г. (годината може да е ориентировъчна),Готов (завършен),8 етаж,Последен етаж,,130000,,,1.0,,,,,,,,,,,,
http://titan_properties.alo.bg,"м. Гърдова глава, град София, област  София, (Виж м. Гърдова глава на картата)
",Тристаен апартамент,130 кв.м,Тухла,2020 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,1.0,169000,,,,,,,1.0,,1.0,,,,,,
